name,band,ra,dec,raerr,decerr,flux,type,activity type
HPPSC070A_J002237.5+143052,blue,5.656282,14.514514,0.000313,0.000303,8.113,b'G',
HPPSC070A_J150916.2-013316,blue,227.31748,-1.554317,0.000169,0.000169,27.643,b'G',
HPPSC070A_J134208.3+353917,blue,205.534682,35.654658,0.000015,0.000012,730.041,b'G',
HPPSC070A_J125342.6-771513,blue,193.427855,-77.253477,0.000288,0.000064,2189.589,b'G',
HPPSC070A_J102534.6+514052,blue,156.394296,51.681219,0.000387,0.00024,14.934,b'G',
HPPSC070A_J125551.8+270908,blue,193.965996,27.152108,0.000141,0.000126,36.971,b'G',
HPPSC070A_J042106.3+275215,blue,65.276273,27.870793,0.000138,0.000122,21.54,b'G',
HPPSC070A_J235741.0-323902,blue,359.421113,-32.650615,0.000245,0.000207,73.33,b'G',
HPPSC070A_J042820.3+500730,blue,67.084763,50.124895,0.000203,0.00013,458.863,b'G',
HPPSC070A_J101149.7+462902,blue,152.957371,46.483945,0.000217,0.000149,39.194,b'G',
HPPSC070A_J113702.9+573020,blue,174.26229,57.505662,0.000298,0.00016,37.234,b'G',
HPPSC070A_J082905.9-423428,blue,127.274717,-42.574503,0.000098,0.000072,1292.743,b'G',
HPPSC070A_J133521.9+134100,blue,203.841318,13.683238,0.000087,0.000085,29.072,b'G',
HPPSC070A_J094847.8+132731,blue,147.199293,13.458743,0.000246,0.000239,17.054,b'G',
HPPSC070A_J044716.4+452538,blue,71.818648,45.427325,0.000234,0.000164,282.884,b'G',
HPPSC070A_J000246.1-003429,blue,0.692461,-0.574616,0.000102,0.000102,61.539,b'G',
HPPSC070A_J220204.9-315216,blue,330.520672,-31.870978,0.000096,0.000082,113.663,b'G',
HPPSC070A_J121854.9+142447,blue,184.729033,14.413041,0.000021,0.00002,554.024,b'G',
HPPSC070A_J052101.3-252144,blue,80.255725,-25.362206,0.000006,0.000005,13631.51,b'G',
HPPSC070A_J022534.7+605506,blue,36.394667,60.918347,0.000353,0.000171,287.407,b'G',
HPPSC070A_J121553.4+131257,blue,183.972501,13.21596,0.000263,0.000256,23.566,b'G',
HPPSC070A_J094818.2+022947,blue,147.076212,2.496313,0.000092,0.000092,47.365,b'G',
HPPSC070A_J163725.8+465017,blue,249.357515,46.838009,0.000324,0.000222,49.199,b'G',
HPPSC070A_J163813.3-682717,blue,249.555804,-68.454768,0.000166,0.000061,66.446,b'G',
HPPSC070A_J094848.7+132515,blue,147.203198,13.420959,0.000136,0.000132,27.705,b'G',
HPPSC070A_J221851.8+581350,blue,334.715979,58.230622,0.000087,0.000046,4747.395,b'G',
HPPSC070A_J121718.3+152114,blue,184.326402,15.353974,0.000121,0.000117,38.197,b'G',
HPPSC070A_J030941.8-093630,blue,47.424302,-9.608348,0.000131,0.000129,18.847,b'G',
HPPSC070A_J225327.7-483425,blue,343.365602,-48.573558,0.000128,0.000085,24.072,b'G',
HPPSC070A_J025430.5-100259,blue,43.627347,-10.049786,0.000056,0.000055,94.386,b'G',
HPPSC070A_J073013.2-183156,blue,112.555166,-18.532168,0.000035,0.000033,14021.15,b'G',
HPPSC070A_J033252.0-274437,blue,53.21693,-27.743553,0.000082,0.000072,6.411,b'G',
HPPSC070A_J154657.7+175044,blue,236.740787,17.845428,0.000316,0.000301,10.309,b'G',
HPPSC070A_J144222.3+221958,blue,220.593056,22.332874,0.000013,0.000012,321.962,b'G',
HPPSC070A_J054022.9+293206,blue,85.095645,29.53497,0.00032,0.000278,185.036,b'G',
HPPSC070A_J075208.1-302037,blue,118.033775,-30.343538,0.000187,0.000161,270.142,b'G',
HPPSC070A_J022501.5+863748,blue,36.256412,86.62992,0.004395,0.000258,197.005,b'G',
HPPSC070A_J045326.3+662346,blue,73.359942,66.396012,0.000076,0.00003,188.497,b'G',
HPPSC070A_J233411.9+635656,blue,353.549866,63.948928,0.000299,0.000131,471.792,b'G',
HPPSC070A_J124228.2+322442,blue,190.617555,32.411794,0.000326,0.000275,26.45,b'G',
HPPSC070A_J062658.5-370558,blue,96.74405,-37.099574,0.000054,0.000043,216.043,b'G',
HPPSC070A_J013148.2+303029,blue,22.950919,30.50812,0.000027,0.000023,265.028,b'G',
HPPSC070A_J030338.4-153650,blue,45.910045,-15.613802,0.00023,0.000222,72.802,b'G',
HPPSC070A_J114429.9+365308,blue,176.124719,36.885591,0.000158,0.000126,51.668,b'G',
HPPSC070A_J050847.4+400000,blue,77.19753,40.000001,0.000289,0.000222,232.115,b'G',
HPPSC070A_J125755.4+281309,blue,194.48088,28.219285,0.000168,0.000148,17.36,b'G',
HPPSC070A_J085021.7+411538,blue,132.59053,41.2605,0.000191,0.000143,24.226,b'G',
HPPSC070A_J100845.3+514159,blue,152.189059,51.699763,0.000186,0.000115,42.807,b'G',
HPPSC070A_J051831.4-300347,blue,79.630824,-30.063084,0.000127,0.00011,39.688,b'G',
HPPSC070A_J095351.3+693930,blue,148.463815,69.658464,0.000186,0.000065,99.455,b'G',
HPPSC070A_J111600.8-764233,blue,169.003542,-76.709212,0.000508,0.000117,591.83,b'G',
HPPSC070A_J042417.8+521152,blue,66.074539,52.197693,0.000336,0.000206,214.268,b'G',
HPPSC070A_J125805.6+281432,blue,194.523396,28.242301,0.000003,0.000003,1443.128,b'G',
HPPSC070A_J120153.0-185203,blue,180.470849,-18.867372,0.000006,0.000005,4609.944,b'G',
HPPSC070A_J061704.6+143754,blue,94.269243,14.631749,0.000048,0.000047,13377.083,b'G',
HPPSC070A_J133157.4+471013,blue,202.989347,47.170152,0.000079,0.000054,278.814,b'G',
HPPSC070A_J073530.9+653839,blue,113.878814,65.644284,0.000617,0.000254,41.356,b'G',
HPPSC070A_J102339.5+041111,blue,155.914938,4.186415,0.000044,0.000044,82.779,b'G',
HPPSC070A_J043147.9+360728,blue,67.949848,36.12457,0.000591,0.000477,113.066,b'G',
HPPSC070A_J095413.3+693831,blue,148.555652,69.641878,0.000404,0.00014,47.393,b'G',
HPPSC070A_J180007.3+663655,blue,270.030673,66.615332,0.000021,0.000008,2523.348,b'G',
HPPSC070A_J033221.7-274224,blue,53.090732,-27.706766,0.000137,0.000121,4.141,b'G',
HPPSC070A_J092324.2+893627,blue,140.851125,89.607412,0.041868,0.000287,230.337,b'G',
HPPSC070A_J134857.5-282546,blue,207.239971,-28.429574,0.000074,0.000065,152.413,b'G',
HPPSC070A_J041057.1+541931,blue,62.73799,54.325396,0.000082,0.000048,3656.778,b'G',
HPPSC070A_J001132.4+894716,blue,2.885202,89.787747,0.119774,0.000444,127.043,b'G',
HPPSC070A_J121852.6+142549,blue,184.71925,14.430312,0.000015,0.000014,893.769,b'G',
HPPSC070A_J234443.8-424313,blue,356.18267,-42.72027,0.000007,0.000005,442.567,b'G',
HPPSC070A_J102854.3+511307,blue,157.226581,51.218501,0.000296,0.000185,38.82,b'G',
HPPSC070A_J051724.6+373422,blue,79.352647,37.572745,0.000096,0.000076,1732.151,b'G',
HPPSC070A_J055203.2+272431,blue,88.013506,27.408597,0.000104,0.000092,783.498,b'G',
HPPSC070A_J121336.1+145517,blue,183.400778,14.921464,0.000156,0.000151,39.566,b'G',
HPPSC070A_J044259.6+454217,blue,70.748715,45.704705,0.000265,0.000185,248.95,b'G',
HPPSC070A_J233158.6+285651,blue,352.994443,28.947438,0.000021,0.000018,1033.908,b'G',
HPPSC070A_J125659.7+274043,blue,194.248979,27.678598,0.000345,0.000305,11.058,b'G',
HPPSC070A_J085310.5+135249,blue,133.293904,13.880147,0.000105,0.000102,25.791,b'G',
HPPSC070A_J084259.6+190405,blue,130.748367,19.068003,0.00024,0.000227,12.704,b'G',
HPPSC070A_J220805.9+001503,blue,332.024704,0.250827,0.000223,0.000223,27.832,b'G',
HPPSC070A_J093001.4+120602,blue,142.505982,12.100584,0.000238,0.000233,45.947,b'G',
HPPSC070A_J071836.7+362829,blue,109.653199,36.474667,0.00004,0.000032,131.079,b'G',
HPPSC070A_J235835.8-000525,blue,359.649194,-0.090236,0.00015,0.00015,5.53,b'G',
HPPSC070A_J112630.8+590637,blue,171.62864,59.110379,0.000464,0.000238,26.084,b'G',
HPPSC070A_J211832.9+262650,blue,319.637078,26.447153,0.000005,0.000004,728.246,b'G',
HPPSC070A_J045328.8+261909,blue,73.370019,26.319107,0.000369,0.000331,178.759,b'G',
HPPSC070A_J043530.9+463442,blue,68.878867,46.578333,0.000606,0.000416,124.489,b'G',
HPPSC070A_J090816.9+394327,blue,137.070475,39.724129,0.000125,0.000096,35.041,b'G',
HPPSC070A_J042839.7+361942,blue,67.165725,36.328461,0.000129,0.000104,732.19,b'G',
HPPSC070A_J050056.0-410030,blue,75.233637,-41.008401,0.000024,0.000018,82.57,b'G',
HPPSC070A_J161826.8-252026,blue,244.611865,-25.340626,0.000011,0.00001,354.193,b'G',
HPPSC070A_J110858.9+250142,blue,167.24573,25.028396,0.000138,0.000125,23.19,b'G',
HPPSC070A_J043001.3+645254,blue,67.50544,64.881672,0.000071,0.00003,211.02,b'G',
HPPSC070A_J063132.1+034513,blue,97.883806,3.753746,0.000047,0.000047,460.754,b'G',
HPPSC070A_J142447.9+254153,blue,216.199853,25.698127,0.00011,0.000099,103.454,b'G',
HPPSC070A_J054323.7-510203,blue,85.848979,-51.03421,0.000124,0.000078,40.243,b'G',
HPPSC070A_J072514.8-183145,blue,111.311887,-18.529118,0.000118,0.000112,442.764,b'G',
HPPSC070A_J104538.9+525235,blue,161.412118,52.876499,0.000166,0.0001,49.845,b'G',
HPPSC070A_J132933.9+105944,blue,202.391273,10.995596,0.000164,0.000161,9.385,b'G',
HPPSC070A_J004810.9+412346,blue,12.045459,41.396249,0.000197,0.000148,116.849,b'G',
HPPSC070A_J033244.3-273942,blue,53.184577,-27.661654,0.000047,0.000042,11.992,b'G',
HPPSC070A_J123648.8+131608,blue,189.203508,13.268937,0.000098,0.000096,35.829,b'G',
HPPSC070A_J121907.7+472239,blue,184.782439,47.377563,0.000331,0.000224,25.518,b'G',
HPPSC070A_J090815.9+514421,blue,137.066341,51.739074,0.000456,0.000282,36.053,b'G',
HPPSC070A_J125725.3+275724,blue,194.355698,27.956753,0.000322,0.000284,28.393,b'G',
HPPSC070A_J163059.0-184403,blue,247.746206,-18.734256,0.000525,0.000498,95.197,b'G',
HPPSC070A_J091825.4+161722,blue,139.606196,16.289517,0.00031,0.000297,30.186,b'G',
HPPSC070A_J135311.7+691842,blue,208.298995,69.311548,0.000031,0.000011,971.816,b'G',
HPPSC070A_J130141.2+280420,blue,195.421734,28.072256,0.000151,0.000133,47.323,b'G',
HPPSC070A_J060135.7+240631,blue,90.399051,24.108548,0.00019,0.000174,249.701,b'G',
HPPSC070A_J051122.9+375149,blue,77.845561,37.863619,0.000135,0.000107,909.446,b'G',
HPPSC070A_J120629.5+623223,blue,181.623072,62.539729,0.000203,0.000093,42.734,b'G',
HPPSC070A_J084259.2+190312,blue,130.746938,19.053395,0.000242,0.000229,15.624,b'G',
HPPSC070A_J110655.0+075749,blue,166.729233,7.963601,0.000181,0.000179,17.724,b'G',
HPPSC070A_J002729.7+010139,blue,6.873764,1.02743,0.000106,0.000106,31.05,b'G',
HPPSC070A_J221604.8-234030,blue,334.019985,-23.675111,0.00017,0.000156,37.327,b'G',
HPPSC070A_J104508.7+095251,blue,161.286594,9.880725,0.000097,0.000096,10.75,b'G',
HPPSC070A_J221615.6-234354,blue,334.065308,-23.731785,0.000212,0.000194,7.527,b'G',
HPPSC070A_J121325.5-012655,blue,183.356432,-1.448628,0.000086,0.000086,100.982,b'G',
HPPSC070A_J163213.9-192740,blue,248.058178,-19.461175,0.000405,0.000382,122.874,b'G',
HPPSC070A_J035943.8+551009,blue,59.932492,55.169033,0.000322,0.000184,337.055,b'G',
HPPSC070A_J144042.2+533050,blue,220.176207,53.513957,0.000064,0.000038,287.053,b'G',
HPPSC070A_J013214.5+304324,blue,23.060547,30.72338,0.00012,0.000104,53.054,b'G',
HPPSC070A_J093639.3-543707,blue,144.16375,-54.618594,0.000283,0.000164,861.792,b'G',
HPPSC070A_J131706.4-772904,blue,199.276829,-77.484425,0.001103,0.000239,302.526,b'G',
HPPSC070A_J064055.6-032047,blue,100.231956,-3.346291,0.000265,0.000265,266.386,b'G',
HPPSC070A_J033132.9+564925,blue,52.887162,56.823545,0.000348,0.00019,242.408,b'G',
HPPSC070A_J153453.7+232822,blue,233.723951,23.472814,0.00007,0.000064,24.014,b'G',
HPPSC070A_J210215.6+673318,blue,315.565328,67.555068,0.000859,0.000328,133.502,b'G',
HPPSC070A_J044015.3+484047,blue,70.0638,48.679626,0.000714,0.000471,143.673,b'G',
HPPSC070A_J101954.9+453300,blue,154.978975,45.549991,0.000007,0.000005,2348.239,b'G',
HPPSC070A_J143948.6-001537,blue,219.952693,-0.260183,0.000058,0.000058,131.62,b'G',
HPPSC070A_J033644.4+003306,blue,54.185072,0.551729,0.000015,0.000015,57.812,b'G',
HPPSC070A_J003918.9+402932,blue,9.829029,40.492234,0.000203,0.000154,89.918,b'G',
HPPSC070A_J033237.5-274305,blue,53.156279,-27.718023,0.000257,0.000228,1.485,b'G',
HPPSC070A_J061409.9+174353,blue,93.54128,17.731275,0.000081,0.000077,1034.242,b'G',
HPPSC070A_J033210.6-275507,blue,53.044243,-27.918714,0.000218,0.000193,3.634,b'G',
HPPSC070A_J042359.4+355122,blue,65.997649,35.856019,0.000302,0.000245,254.57,b'G',
HPPSC070A_J053118.7+315412,blue,82.828201,31.903429,0.000097,0.000082,836.703,b'G',
HPPSC070A_J110618.3-000343,blue,166.576619,-0.062013,0.000304,0.000304,26.15,b'G',
HPPSC070A_J224607.5-052635,blue,341.531502,-5.443074,0.000086,0.000086,35.011,b'G',
HPPSC070A_J122852.7+440140,blue,187.219827,44.027821,0.000365,0.000263,22.091,b'G',
HPPSC070A_J212352.6-404149,blue,320.969279,-40.697006,0.000059,0.000045,170.548,b'G',
HPPSC070A_J143651.0+631857,blue,219.212737,63.315744,0.000265,0.000119,10.521,b'G',
HPPSC070A_J095524.1+691454,blue,148.850573,69.248196,0.000088,0.000031,190.224,b'G',
HPPSC070A_J083651.5-433741,blue,129.214873,-43.628141,0.000079,0.000057,1865.018,b'G',
HPPSC070A_J124317.7-020136,blue,190.82385,-2.026541,0.000124,0.000124,78.58,b'G',
HPPSC070A_J133226.2+463154,blue,203.109164,46.531672,0.000096,0.000066,64.862,b'G',
HPPSC070A_J144008.1+485703,blue,220.033999,48.950819,0.00027,0.000177,41.571,b'G',
HPPSC070A_J114435.2+365408,blue,176.146943,36.902288,0.000267,0.000214,35.401,b'G',
HPPSC070A_J112028.0+133719,blue,170.116879,13.621916,0.000135,0.000131,21.052,b'G',
HPPSC070A_J085934.8-443056,blue,134.895308,-44.515627,0.000096,0.000068,332.619,b'G',
HPPSC070A_J124530.7+452046,blue,191.378252,45.346108,0.000101,0.000071,51.864,b'G',
HPPSC070A_J204409.7-104325,blue,311.040593,-10.723679,0.00001,0.00001,1515.766,b'G',
HPPSC070A_J144214.2+352814,blue,220.559458,35.470523,0.000371,0.000302,85.912,b'G',
HPPSC070A_J194504.7-145733,blue,296.269659,-14.95926,0.000051,0.000049,128.273,b'G',
HPPSC070A_J041110.9+522846,blue,62.795649,52.479486,0.00033,0.000201,286.37,b'G',
HPPSC070A_J143012.2+453230,blue,217.551185,45.541791,0.000036,0.000025,287.845,b'G',
HPPSC070A_J053509.2+095912,blue,83.788378,9.986801,0.00005,0.000049,169.114,b'G',
HPPSC070A_J111741.4-005340,blue,169.422654,-0.894413,0.000096,0.000096,16.42,b'G',
HPPSC070A_J091553.3+441849,blue,138.972066,44.313565,0.000267,0.000191,25.158,b'G',
HPPSC070A_J033217.3-274304,blue,53.072148,-27.717647,0.000011,0.00001,31.836,b'G',
HPPSC070A_J033205.6-274524,blue,53.023558,-27.7568,0.000156,0.000138,2.513,b'G',
HPPSC070A_J062927.5+111741,blue,97.364883,11.294657,0.000147,0.000144,265.238,b'G',
HPPSC070A_J165335.7-154522,blue,253.398906,-15.756102,0.000188,0.000181,274.444,b'G',
HPPSC070A_J075302.2+422939,blue,118.259376,42.494286,0.000236,0.000174,8.641,b'G',
HPPSC070A_J041034.2+381852,blue,62.642707,38.314568,0.000096,0.000075,1205.375,b'G',
HPPSC070A_J041628.1+383727,blue,64.117304,38.624095,0.000289,0.000226,313.671,b'G',
HPPSC070A_J235931.5+881048,blue,359.88138,88.18003,0.011813,0.000375,156.967,b'G',
HPPSC070A_J045434.3+885343,blue,73.642992,88.895212,0.002562,0.000049,263.74,b'G',
HPPSC070A_J073931.6-222720,blue,114.881855,-22.455441,0.000253,0.000234,219.716,b'G',
HPPSC070A_J043031.2+645204,blue,67.630372,64.86774,0.000228,0.000097,8.744,b'G',
HPPSC070A_J021355.8+051004,blue,33.482792,5.167837,0.000047,0.000047,190.479,b'G',
HPPSC070A_J111945.4+134014,blue,169.93936,13.670603,0.00012,0.000116,14.335,b'G',
HPPSC070A_J105000.1+325704,blue,162.500688,32.951055,0.000113,0.000095,47.209,b'G',
HPPSC070A_J160302.5+471552,blue,240.760548,47.264484,0.000345,0.000234,21.409,b'G',
HPPSC070A_J162453.7-200639,blue,246.224004,-20.110863,0.000348,0.000327,173.143,b'G',
HPPSC070A_J094620.1+702358,blue,146.583779,70.399463,0.000061,0.000021,458.438,b'G',
HPPSC070A_J222931.8-203012,blue,337.382756,-20.503381,0.00047,0.00044,88.986,b'G',
HPPSC070A_J075339.2+250324,blue,118.413612,25.056608,0.000216,0.000196,40.026,b'G',
HPPSC070A_J082924.5-413329,blue,127.352269,-41.557996,0.000087,0.000065,1474.333,b'G',
HPPSC070A_J084902.2-452938,blue,132.259257,-45.494013,0.000478,0.000335,245.335,b'G',
HPPSC070A_J065810.4-555847,blue,104.543698,-55.979845,0.000204,0.000114,6.441,b'G',
HPPSC070A_J112822.5+023910,blue,172.093937,2.652868,0.000139,0.000138,8.835,b'G',
HPPSC070A_J202525.1+410322,blue,306.35487,41.056056,0.000053,0.00004,20047.253,b'G',
HPPSC070A_J160846.5-395805,blue,242.193831,-39.967948,0.000361,0.000277,228.276,b'G',
HPPSC070A_J082258.2-382751,blue,125.742744,-38.464187,0.000495,0.000388,176.017,b'G',
HPPSC070A_J033300.8-275319,blue,53.253684,-27.888718,0.000147,0.00013,4.082,b'G',
HPPSC070A_J154506.2-341738,blue,236.27622,-34.293921,0.000033,0.000027,198.464,b'G',
HPPSC070A_J042656.4+245610,blue,66.735074,24.936185,0.000104,0.000094,1000.12,b'G',
HPPSC070A_J042353.0+370412,blue,65.970993,37.070003,0.00022,0.000176,319.496,b'G',
HPPSC070A_J024648.8-301928,blue,41.703427,-30.324577,0.000314,0.000271,18.883,b'G',
HPPSC070A_J132922.7+105803,blue,202.344839,10.967449,0.000156,0.000153,18.48,b'G',
HPPSC070A_J102426.6-183926,blue,156.110821,-18.657168,0.000152,0.000144,21.894,b'G',
HPPSC070A_J133817.2+481632,blue,204.571867,48.275604,0.000006,0.000004,6648.56,b'G',
HPPSC070A_J135928.9+572725,blue,209.870557,57.456897,0.00007,0.000038,140.42,b'G',
HPPSC070A_J041519.4+291249,blue,63.830876,29.213529,0.000011,0.00001,571.517,b'G',
HPPSC070A_J130626.0-402452,blue,196.608372,-40.414411,0.000009,0.000007,6814.312,b'G',
HPPSC070A_J095000.7+275948,blue,147.502939,27.996597,0.000249,0.00022,52.715,b'G',
HPPSC070A_J102456.5-184053,blue,156.235795,-18.681274,0.000003,0.000003,522.061,b'G',
HPPSC070A_J054711.1+173346,blue,86.796425,17.562835,0.000005,0.000005,10615.534,b'G',
HPPSC070A_J133440.6-232645,blue,203.66934,-23.445715,0.000118,0.000109,150.627,b'G',
HPPSC070A_J040349.3-433022,blue,60.955653,-43.506168,0.000042,0.000031,290.87,b'G',
HPPSC070A_J122850.1+091727,blue,187.208977,9.290838,0.000068,0.000067,98.252,b'G',
HPPSC070A_J144013.2+491857,blue,220.055193,49.315968,0.000247,0.000161,38.968,b'G',
HPPSC070A_J125109.0+410257,blue,192.787841,41.049281,0.000326,0.000246,41.609,b'G',
HPPSC070A_J052106.5-101446,blue,80.277208,-10.246081,0.000005,0.000005,6790.08,b'G',
HPPSC070A_J125916.7+270622,blue,194.8197,27.106093,0.000031,0.000028,324.95,b'G',
HPPSC070A_J074048.8-253018,blue,115.203585,-25.504997,0.000371,0.000335,161.201,b'G',
HPPSC070A_J131646.2+445415,blue,199.192638,44.904262,0.000289,0.000205,28.551,b'G',
HPPSC070A_J034509.2+330808,blue,56.288468,33.135629,0.000306,0.000256,245.404,b'G',
HPPSC070A_J095259.6+134353,blue,148.248486,13.731331,0.000051,0.00005,17.376,b'G',
HPPSC070A_J134622.1-032506,blue,206.592437,-3.418329,0.000078,0.000078,54.531,b'G',
HPPSC070A_J234147.2-034002,blue,355.44691,-3.667135,0.000042,0.000042,184.761,b'G',
HPPSC070A_J221242.2-620243,blue,333.175977,-62.045226,0.000161,0.000076,20.754,b'G',
HPPSC070A_J000431.3-192302,blue,1.130791,-19.3839,0.000074,0.00007,40.655,b'G',
HPPSC070A_J112001.0+133236,blue,170.004173,13.543468,0.000163,0.000159,20.695,b'G',
HPPSC070A_J100355.8-063117,blue,150.982499,-6.521373,0.000287,0.000285,74.679,b'G',
HPPSC070A_J123431.9+021116,blue,188.63324,2.187777,0.000061,0.000061,124.461,b'G',
HPPSC070A_J033230.1-274318,blue,53.125789,-27.721745,0.00012,0.000106,4.53,b'G',
HPPSC070A_J042138.7+522700,blue,65.411583,52.449988,0.000185,0.000113,361.722,b'G',
HPPSC070A_J041739.6+374540,blue,64.415262,37.761243,0.000183,0.000145,786.881,b'G',
HPPSC070A_J124205.3+323926,blue,190.522076,32.657208,0.000309,0.00026,7.949,b'G',
HPPSC070A_J141602.2+184752,blue,214.009168,18.797814,0.000317,0.0003,75.917,b'G',
HPPSC070A_J044409.2+281302,blue,71.038412,28.217105,0.000012,0.000011,1166.03,b'G',
HPPSC070A_J171659.6-624914,blue,259.248496,-62.82046,0.000016,0.000007,7809.413,b'G',
HPPSC070A_J165051.0-144408,blue,252.712608,-14.735495,0.000164,0.000158,354.273,b'G',
HPPSC070A_J042120.0+365238,blue,65.333431,36.877345,0.000295,0.000236,218.644,b'G',
HPPSC070A_J033236.6-275653,blue,53.152748,-27.948004,0.000118,0.000105,4.557,b'G',
HPPSC070A_J122227.3+155143,blue,185.614085,15.861962,0.000307,0.000296,22.021,b'G',
HPPSC070A_J042711.8+373130,blue,66.799431,37.525061,0.000281,0.000223,257.884,b'G',
HPPSC070A_J041005.1+381321,blue,62.521237,38.222565,0.000248,0.000195,197.712,b'G',
HPPSC070A_J033239.0-275701,blue,53.162796,-27.950219,0.000018,0.000016,30.93,b'G',
HPPSC070A_J124552.2-021902,blue,191.467624,-2.317354,0.000149,0.000149,38.099,b'G',
HPPSC070A_J180033.4-043922,blue,270.139362,-4.655977,0.000355,0.000354,139.67,b'G',
HPPSC070A_J030857.4+590210,blue,47.23934,59.036188,0.000556,0.000286,227.929,b'G',
HPPSC070A_J125458.9+271414,blue,193.745565,27.237176,0.000259,0.00023,21.466,b'G',
HPPSC070A_J121307.2+125535,blue,183.280111,12.926299,0.000065,0.000064,35.241,b'G',
HPPSC070A_J112012.4+133200,blue,170.051964,13.533425,0.000162,0.000157,16.691,b'G',
HPPSC070A_J200657.8-343254,blue,301.741024,-34.548354,0.000027,0.000022,469.719,b'G',
HPPSC070A_J034203.6-211439,blue,55.51529,-21.244191,0.000022,0.00002,536.022,b'G',
HPPSC070A_J114540.5-182716,blue,176.41876,-18.454323,0.000066,0.000063,214.85,b'G',
HPPSC070A_J094259.4+470056,blue,145.747698,47.015682,0.00011,0.000075,10.982,b'G',
HPPSC070A_J120651.8-315700,blue,181.715922,-31.949952,0.000006,0.000005,7682.714,b'G',
HPPSC070A_J100515.8+701946,blue,151.316141,70.329572,0.00004,0.000013,663.354,b'G',
HPPSC070A_J101854.4+211605,blue,154.726956,21.267978,0.000157,0.000146,22.003,b'G',
HPPSC070A_J043005.1+175709,blue,67.521613,17.952509,0.000293,0.000279,258.682,b'G',
HPPSC070A_J125512.3+271641,blue,193.80135,27.278093,0.000095,0.000084,70.15,b'G',
HPPSC070A_J042653.4+184715,blue,66.722552,18.787591,0.000324,0.000307,202.554,b'G',
HPPSC070A_J043516.1+475328,blue,68.817409,47.891088,0.0004,0.000268,210.727,b'G',
HPPSC070A_J070829.3-082152,blue,107.122207,-8.364489,0.000169,0.000167,371.701,b'G',
HPPSC070A_J050925.0+401608,blue,77.354485,40.268796,0.000519,0.000396,112.105,b'G',
HPPSC070A_J035429.0-202538,blue,58.620996,-20.427257,0.000024,0.000023,606.759,b'G',
HPPSC070A_J191117.0-380948,blue,287.821153,-38.1634,0.000565,0.000444,101.323,b'G',
HPPSC070A_J043719.9+270543,blue,69.332971,27.095262,0.000136,0.000121,569.407,b'G',
HPPSC070A_J092046.2-080322,blue,140.192685,-8.05621,0.000015,0.000015,583.448,b'G',
HPPSC070A_J042804.3+373950,blue,67.018242,37.663848,0.000186,0.000147,368.57,b'G',
HPPSC070A_J040934.2+382433,blue,62.392801,38.409182,0.000329,0.000258,166.729,b'G',
HPPSC070A_J064235.8+044112,blue,100.649333,4.686546,0.000361,0.00036,205.665,b'G',
HPPSC070A_J015458.5+365210,blue,28.744135,36.869497,0.000066,0.000053,349.692,b'G',
HPPSC070A_J125856.0+275000,blue,194.733542,27.833332,0.000015,0.000013,267.956,b'G',
HPPSC070A_J063209.3+075850,blue,98.038988,7.980481,0.000094,0.000093,747.405,b'G',
HPPSC070A_J062250.3+102445,blue,95.709884,10.4125,0.000223,0.00022,248.933,b'G',
HPPSC070A_J125321.7+005026,blue,193.340715,0.840539,0.000177,0.000177,65.815,b'G',
HPPSC070A_J033254.0-275354,blue,53.225343,-27.898411,0.000121,0.000107,2.088,b'G',
HPPSC070A_J080841.0+394701,blue,122.17106,39.78365,0.000141,0.000109,25.197,b'G',
HPPSC070A_J115815.8-013817,blue,179.565822,-1.638144,0.000057,0.000057,70.34,b'G',
HPPSC070A_J233629.1+020836,blue,354.121535,2.143435,0.000163,0.000163,37.976,b'G',
HPPSC070A_J033235.6-273918,blue,53.148562,-27.655026,0.000342,0.000303,2.686,b'G',
HPPSC070A_J224844.7-442952,blue,342.186258,-44.497749,0.000175,0.000125,6.672,b'G',
HPPSC070A_J040437.2-432317,blue,61.155121,-43.388159,0.000272,0.000198,46.582,b'G',
HPPSC070A_J125840.5+272028,blue,194.66885,27.341211,0.00005,0.000045,145.362,b'G',
HPPSC070A_J012720.3-323350,blue,21.834951,-32.563829,0.000053,0.000045,97.875,b'G',
HPPSC070A_J035220.0+241422,blue,58.083468,24.239576,0.000096,0.000088,31.512,b'G',
HPPSC070A_J150136.2+164348,blue,225.401136,16.729866,0.000009,0.000009,841.818,b'G',
HPPSC070A_J142236.3+561257,blue,215.651366,56.215722,0.000284,0.000158,49.64,b'G',
HPPSC070A_J121918.6+120106,blue,184.827761,12.018314,0.000035,0.000035,192.133,b'G',
HPPSC070A_J034146.0+302221,blue,55.441805,30.372484,0.000316,0.000272,197.744,b'G',
HPPSC070A_J125500.4+271947,blue,193.751823,27.329681,0.000198,0.000176,38.241,b'G',
HPPSC070A_J091007.2-481930,blue,137.53025,-48.325115,0.000067,0.000045,5014.476,b'G',
HPPSC070A_J140244.8+542338,blue,210.686686,54.394005,0.000063,0.000036,219.228,b'G',
HPPSC070A_J081155.5-344549,blue,122.981337,-34.763514,0.000096,0.000079,710.741,b'G',
HPPSC070A_J110617.8-000633,blue,166.574337,-0.109235,0.000122,0.000122,63.272,b'G',
HPPSC070A_J163528.2-223439,blue,248.867729,-22.577393,0.000216,0.0002,462.861,b'G',
